"customer_key","customer_name","gender","customer_country","customer_continent","order_count","units_purchased","revenue_usd","profit_usd","avg_line_revenue_usd","first_order_date","last_order_date","customer_lifespan_days"
"1310468","Nadia White","Female","United States","North America","2","16","1754.91","943.57","350.98","2019-05-04","2020-09-30","515"
"1310493","Ralph Sperry","Male","United States","North America","1","7","2455.60","1272.43","818.53","2018-12-06","2018-12-06","0"
"1310699","Mary Banta","Female","United States","North America","2","20","7269.50","3896.16","1453.90","2017-06-12","2018-09-13","458"
"1311008","Scott Brenton","Male","United States","North America","2","31","17259.89","11323.54","3451.98","2017-12-27","2020-03-07","801"
"1311030","George Hale","Male","United States","North America","6","39","8621.16","4706.07","783.74","2017-09-02","2019-12-31","850"
"1311674","Margaret Wilson","Female","United States","North America","2","19","2498.25","1557.95","499.65","2018-02-24","2020-01-28","703"
"1311675","Toni Cooper","Female","United States","North America","1","15","3611.40","1918.27","722.28","2019-01-15","2019-01-15","0"
"1311681","Angela Perez","Female","United States","North America","1","13","5097.97","2753.59","1699.32","2020-02-17","2020-02-17","0"
"1311776","Timothy Chavez","Male","United States","North America","4","20","5714.98","3180.45","571.50","2018-08-02","2020-01-08","524"
"1312078","Joseph Garner","Male","United States","North America","7","65","20078.74","12743.23","1056.78","2017-06-20","2020-12-18","1277"
"1312168","Henry Cox","Male","United States","North America","7","59","18188.12","10979.23","866.10","2016-07-16","2021-01-28","1657"
"1312497","Nicholas Hartman","Male","United States","North America","1","9","227.64","131.55","56.91","2019-08-14","2019-08-14","0"
"1312510","Robert Petties","Male","United States","North America","1","5","1157.97","711.49","385.99","2018-05-24","2018-05-24","0"
"1312610","Tracey Daily","Female","United States","North America","1","4","2116.00","1414.92","2116.00","2018-10-16","2018-10-16","0"
"1312920","Carol King","Female","United States","North America","4","21","12251.97","7886.34","2450.39","2018-01-20","2020-03-12","782"
"1313113","Mercedes Leon","Female","United States","North America","9","71","11720.30","6387.93","532.74","2016-07-01","2020-01-11","1289"
"1313198","Margie Farrell","Female","United States","North America","3","16","4595.57","2376.23","656.51","2016-09-10","2018-10-02","752"
"1313253","Brittany Clark","Female","United States","North America","2","19","6925.23","4328.03","989.32","2019-01-03","2019-12-30","361"
"1313316","Marie Moore","Female","United States","North America","1","9","244.82","120.02","81.61","2019-07-19","2019-07-19","0"
"1313504","Deborah Vega","Female","United States","North America","3","12","4562.99","2698.55","1140.75","2019-05-02","2020-01-23","266"
"1313665","Jean Scott","Female","United States","North America","2","16","7747.95","4062.62","1936.99","2017-12-14","2017-12-20","6"
"1313754","Krista Cottrell","Female","United States","North America","2","13","3910.87","2152.01","782.17","2019-06-27","2020-08-20","420"
"1313973","Juanita Deal","Female","United States","North America","1","5","144.95","78.30","144.95","2019-03-15","2019-03-15","0"
"1314263","Donnie Miller","Male","United States","North America","1","6","1206.98","684.46","402.33","2018-01-03","2018-01-03","0"
"1314363","Rose Wilson","Female","United States","North America","1","5","2274.00","1228.26","1137.00","2018-11-27","2018-11-27","0"
"1314582","Leatrice Murphy","Female","United States","North America","2","5","119.98","60.60","59.99","2019-12-19","2020-12-22","369"
"1314795","Aurora Poole","Female","United States","North America","1","4","421.43","219.86","140.48","2019-01-26","2019-01-26","0"
"1314859","Roma Dever","Female","United States","North America","2","19","12815.76","7925.84","2563.15","2019-06-15","2019-06-27","12"
"1314888","Joshua Buckner","Male","United States","North America","2","20","1777.65","1001.84","355.53","2018-02-21","2020-01-18","696"
"1314915","James Roberts","Male","United States","North America","2","5","1326.90","705.22","442.30","2016-09-07","2020-06-16","1378"
"1314990","Geneva Smith","Female","United States","North America","1","4","283.87","141.85","141.94","2019-11-23","2019-11-23","0"
"1315137","Christopher Coleman","Male","United States","North America","1","2","1838.00","1229.04","1838.00","2019-01-29","2019-01-29","0"
"1315177","Robert Vickery","Male","United States","North America","1","5","2150.00","1065.35","1075.00","2019-11-23","2019-11-23","0"
"1315208","Bryan Wickham","Male","United States","North America","3","35","6877.11","4133.49","687.71","2019-05-15","2020-02-19","280"
"1315379","Daniel Jones","Male","United States","North America","2","16","2772.44","1725.58","396.06","2018-08-08","2018-12-19","133"
"1315506","Mickey Corral","Male","United States","North America","3","11","1262.08","796.46","315.52","2018-01-22","2020-01-29","737"
"1315611","Willie Innocent","Female","United States","North America","2","15","926.79","500.54","308.93","2018-09-20","2019-10-23","398"
"1315621","Hazel Graves","Female","United States","North America","4","12","5107.71","3063.69","851.29","2016-09-27","2020-12-26","1551"
"1315898","Ivan Connelly","Male","United States","North America","4","31","6798.11","4350.82","566.51","2019-10-14","2020-07-09","269"
"1316237","Mark Creamer","Male","United States","North America","5","33","17855.42","10821.26","1785.54","2016-11-12","2019-11-30","1113"
"1316290","Jennifer Arp","Female","United States","North America","1","7","439.97","234.35","109.99","2018-07-05","2018-07-05","0"
"1316297","Timothy Santillo","Male","United States","North America","3","19","4194.71","2518.11","599.24","2016-01-19","2020-07-11","1635"
"1316604","Kevin Williams","Male","United States","North America","2","23","10519.23","6376.88","2103.85","2018-11-22","2019-12-21","394"
"1316622","Brain Allen","Male","United States","North America","3","17","2854.09","1636.11","475.68","2019-02-14","2021-01-21","707"
"1316702","Joshua Johnson","Male","United States","North America","2","11","1647.93","911.86","329.59","2017-01-28","2019-01-01","703"
"1316816","Janine Smith","Female","United States","North America","4","30","14044.91","9226.53","1404.49","2018-11-17","2020-01-04","413"
"1317031","Alice Reyes","Female","United States","North America","2","30","3776.20","1857.39","472.03","2017-05-10","2018-09-27","505"
"1317157","Jessica Fuller","Female","United States","North America","1","2","519.98","347.70","519.98","2021-02-12","2021-02-12","0"
"1317281","Charles Isaac","Male","United States","North America","3","23","3642.12","1949.27","520.30","2018-05-17","2020-02-22","646"
"1317634","Rose Kennedy","Female","United States","North America","1","23","12200.93","8062.18","4066.98","2016-03-16","2016-03-16","0"
"1317733","Kathy Adams","Female","United States","North America","4","25","5202.06","2949.67","743.15","2018-06-19","2020-07-11","753"
"1318168","Anne Hinman","Female","United States","North America","2","11","11493.96","7614.38","2873.49","2017-11-13","2019-07-02","596"
"1318218","Paul Schmidt","Male","United States","North America","1","6","1379.40","676.14","1379.40","2020-03-06","2020-03-06","0"
"1318330","Michael Colson","Male","United States","North America","2","31","6301.52","3302.32","630.15","2017-11-22","2019-09-20","667"
"1318393","Donna Matthews","Female","United States","North America","5","36","8643.78","5130.76","664.91","2018-02-07","2020-08-26","931"
"1318608","Robert Rashid","Male","United States","North America","3","22","16751.71","11087.84","3350.34","2016-12-14","2019-01-02","749"
"1318625","Marcy Martinez","Female","United States","North America","1","1","300.00","162.04","300.00","2020-05-27","2020-05-27","0"
"1318857","Bryant Jenkins","Male","United States","North America","2","14","2718.27","1457.22","543.65","2019-01-01","2019-07-30","210"
"1319072","Sarah Lewis","Female","United States","North America","3","15","3815.45","2308.55","763.09","2016-12-26","2019-09-04","982"
"1319327","Kenneth Kurth","Male","United States","North America","2","8","1314.38","823.84","438.13","2016-12-05","2019-12-12","1102"
"1319610","Paula Sanchez","Female","United States","North America","2","19","4121.73","2270.78","824.35","2016-02-25","2019-09-13","1296"
"1319657","Rodney Lee","Male","United States","North America","2","16","4563.13","2441.16","912.63","2019-01-29","2019-05-13","104"
"1319752","Willie Holley","Male","United States","North America","2","10","1726.77","919.72","575.59","2019-05-01","2019-05-16","15"
"1320115","Vennie Kahler","Female","United States","North America","1","7","2383.60","1277.73","794.53","2019-12-23","2019-12-23","0"
"1320638","Eugene Degeorge","Male","United States","North America","1","5","284.95","153.90","284.95","2019-09-09","2019-09-09","0"
"1320851","Wilfred Millar","Male","United States","North America","3","12","4625.45","2552.52","770.91","2016-02-19","2019-01-03","1049"
"1321513","Carol Woodham","Female","United States","North America","2","3","2718.94","1773.25","1359.47","2016-01-25","2016-10-15","264"
"1321532","Clarence Askew","Male","United States","North America","3","36","4943.43","2595.59","449.40","2018-10-23","2020-02-25","490"
"1321913","Donald Higdon","Male","United States","North America","3","24","7466.76","3712.62","829.64","2018-02-28","2020-03-13","744"
"1322029","Dianne Campbell","Female","United States","North America","4","16","6697.72","4105.66","956.82","2017-05-13","2020-06-06","1120"
"1322032","Anthony Turney","Male","United States","North America","3","25","5027.27","3194.75","837.88","2017-12-06","2020-10-17","1046"
"1322224","Martha Solares","Female","United States","North America","1","2","199.98","108.02","199.98","2018-09-19","2018-09-19","0"
"1322428","Douglas Meisel","Male","United States","North America","1","2","119.98","58.82","119.98","2019-01-21","2019-01-21","0"
"1322538","Hayley Jackson","Female","United States","North America","1","2","380.00","254.10","380.00","2019-10-15","2019-10-15","0"
"1322851","Charlie Acuna","Male","United States","North America","1","22","12307.57","7560.48","2461.51","2016-10-28","2016-10-28","0"
"1322927","Tamika Vanwinkle","Female","United States","North America","3","13","1304.86","648.56","217.48","2018-06-30","2020-12-30","914"
"1322959","Eric Williams","Male","United States","North America","2","4","678.21","427.80","226.07","2016-01-02","2019-02-13","1138"
"1323098","Alvin Caldwell","Male","United States","North America","2","8","374.73","201.56","93.68","2019-08-28","2019-11-01","65"
"1323338","Brandon Bowman","Male","United States","North America","2","12","4931.20","2725.37","986.24","2017-12-08","2021-01-04","1123"
"1323445","Thomas Yim","Male","United States","North America","1","4","569.78","312.10","284.89","2020-05-14","2020-05-14","0"
"1323545","Ryan Stone","Male","United States","North America","1","6","1904.97","1021.46","634.99","2019-10-05","2019-10-05","0"
"1323882","George Tarwater","Male","United States","North America","5","23","7691.05","4546.11","854.56","2019-05-23","2019-08-14","83"
"1323897","Steven Gomez","Male","United States","North America","1","2","322.00","209.61","161.00","2018-12-20","2018-12-20","0"
"1323956","Ruben White","Male","United States","North America","3","5","6266.35","3384.69","2088.78","2018-11-24","2020-09-09","655"
"1324146","Jean Vega","Male","United States","North America","2","6","1836.00","899.94","918.00","2018-11-27","2020-05-26","546"
"1324262","Guy Brown","Male","United States","North America","3","41","8234.03","5351.04","914.89","2016-12-28","2020-12-15","1448"
"1324451","Josephine Shabazz","Female","United States","North America","3","14","2841.90","1857.40","710.48","2018-07-07","2019-12-24","535"
"1324581","Cathleen Amendola","Female","United States","North America","6","45","15247.83","8883.36","1270.65","2017-12-28","2020-02-21","785"
"1324602","Kenneth Gunter","Male","United States","North America","2","21","4478.87","2369.95","895.77","2016-08-09","2017-03-02","205"
"1324742","Gina Dorman","Female","United States","North America","2","12","1556.15","915.08","389.04","2016-03-10","2018-01-15","676"
"1324842","Hannah Peterson","Female","United States","North America","5","27","2689.54","1404.83","268.95","2016-06-11","2020-02-22","1351"
"1324963","Joseph McDonald","Male","United States","North America","1","9","1491.97","791.05","372.99","2016-02-08","2016-02-08","0"
"1325088","Richard Smith","Male","United States","North America","2","15","6345.91","4038.17","1586.48","2017-08-26","2020-08-25","1095"
"1325310","Matthew West","Male","United States","North America","1","2","2598.00","1737.24","2598.00","2017-12-20","2017-12-20","0"
"1325567","Jack Fortune","Male","United States","North America","2","20","6657.04","3922.62","1109.51","2019-06-04","2020-01-03","213"
"1325683","Kelly Willis","Female","United States","North America","1","6","863.70","429.62","215.93","2020-09-17","2020-09-17","0"
"1325805","Mona Zamora","Female","United States","North America","7","31","10898.92","6377.88","838.38","2016-11-17","2019-10-01","1048"
"1325989","Larry Fong","Male","United States","North America","3","22","5711.52","3052.61","815.93","2017-06-14","2019-12-04","903"
"1326042","Dexter Ledford","Male","United States","North America","2","23","8178.94","4564.03","1168.42","2017-02-14","2018-09-21","584"
"1326094","Charles Sullivan","Male","United States","North America","5","27","7526.70","4312.84","752.67","2016-11-03","2020-12-12","1500"
"1326141","Douglas Laubach","Male","United States","North America","1","13","7801.88","4214.06","2600.63","2018-02-10","2018-02-10","0"
"1326562","Katherine McCafferty","Female","United States","North America","2","12","4249.56","2551.07","849.91","2018-07-26","2019-12-25","517"
"1326610","Marguerite Jenkins","Female","United States","North America","2","7","1505.18","805.51","376.30","2018-02-22","2018-06-25","123"
"1326966","Carol Pringle","Female","United States","North America","2","33","23728.54","15043.79","3389.79","2019-06-01","2019-10-05","126"
"1327071","Helen Brandt","Female","United States","North America","1","2","362.00","195.52","362.00","2020-05-06","2020-05-06","0"
"1327195","Sandra Taylor","Female","United States","North America","1","9","3321.95","1786.82","1107.32","2020-12-03","2020-12-03","0"
"1327386","Adrian Greene","Male","United States","North America","1","11","2678.80","1742.18","892.93","2018-11-30","2018-11-30","0"
"1327623","Terry Little","Female","United States","North America","3","25","5114.61","3067.86","511.46","2016-12-15","2020-02-06","1148"
"1327766","Jimmy Macgregor","Male","United States","North America","1","8","2108.96","1386.95","702.99","2020-01-09","2020-01-09","0"
"1327821","Danielle Elder","Female","United States","North America","2","15","6836.05","4301.50","1367.21","2019-01-01","2019-05-07","126"
"1328055","Robert Smith","Male","United States","North America","10","73","24736.08","14916.75","1030.67","2016-10-07","2020-09-22","1446"
"1328229","Anthony Santos","Male","United States","North America","1","9","1161.00","569.07","1161.00","2019-01-04","2019-01-04","0"
"1328273","Blanche Sanchez","Female","United States","North America","4","22","6106.97","3275.93","1017.83","2018-07-25","2020-02-15","570"
"1328345","Julia Mathis","Female","United States","North America","1","5","1183.99","639.50","592.00","2018-01-27","2018-01-27","0"
"1328539","Glenda Carey","Female","United States","North America","3","17","5143.94","2901.12","734.85","2019-06-10","2021-01-27","597"
"1328691","Audrey Gonzalez","Female","United States","North America","3","12","5173.60","3286.06","1293.40","2016-06-22","2020-02-18","1336"
"1328708","Robert Best","Male","United States","North America","2","17","2782.06","1654.56","695.52","2018-10-24","2018-12-26","63"
"1328884","David Clark","Male","United States","North America","2","10","1825.00","983.63","912.50","2017-05-25","2019-07-20","786"
"1329668","Jonathan Henderson","Male","United States","North America","1","17","2449.86","1503.57","816.62","2019-11-29","2019-11-29","0"
"1329709","Patricia Dolphin","Female","United States","North America","2","7","2246.37","1280.18","748.79","2019-06-05","2020-01-01","210"
"1329796","Sheila Johnson","Female","United States","North America","3","14","1657.82","867.24","414.46","2016-07-27","2020-02-10","1293"
"1329996","Robert Jorgenson","Male","United States","North America","3","25","5383.86","2956.36","897.31","2019-09-21","2020-02-27","159"
"1330039","Jenny Castillo","Female","United States","North America","8","75","21728.71","13369.76","1086.44","2016-10-13","2021-01-30","1570"
"1330142","Nancy Graves","Female","United States","North America","6","28","9281.50","5238.84","928.15","2016-05-04","2019-12-11","1316"
"1330188","Alex Roman","Male","United States","North America","3","12","2104.98","1099.51","526.25","2018-06-21","2019-05-09","322"
"1330484","Jeri Easterday","Female","United States","North America","1","4","3458.97","2307.60","1152.99","2017-03-02","2017-03-02","0"
"1330560","Lionel Mackey","Male","United States","North America","5","37","10397.69","6520.97","866.47","2016-12-26","2020-05-05","1226"
"1330793","Amy Horn","Female","United States","North America","2","10","4753.96","2716.88","2376.98","2018-08-31","2020-02-21","539"
"1331346","Suzann Turner","Female","United States","North America","1","6","6869.69","3710.08","2289.90","2018-06-23","2018-06-23","0"
"1331394","Irene Dean","Female","United States","North America","1","4","2272.00","1519.24","2272.00","2020-05-06","2020-05-06","0"
"1331532","Lettie Granados","Female","United States","North America","2","13","169.48","87.56","56.49","2019-08-23","2020-02-29","190"
"1332152","Maria Mercado","Female","United States","North America","2","15","3060.80","1678.46","612.16","2016-02-25","2019-01-22","1062"
"1332731","Joe Robison","Male","United States","North America","1","7","4127.94","2300.38","1375.98","2017-10-26","2017-10-26","0"
"1332991","Zoe Wright","Female","United States","North America","3","33","4671.64","2862.70","467.16","2016-07-16","2018-12-27","894"
"1333348","Gene Johnston","Male","United States","North America","1","4","1069.90","552.93","534.95","2018-08-17","2018-08-17","0"
"1333425","Deborah Kent","Female","United States","North America","1","4","936.99","506.11","468.50","2019-01-10","2019-01-10","0"
"1333477","Peggy Watkins","Female","United States","North America","1","3","1230.00","602.91","1230.00","2020-08-01","2020-08-01","0"
"1333939","Henry Demello","Male","United States","North America","2","13","2098.12","1321.20","419.62","2018-08-18","2019-01-02","137"
"1333943","Joel Loftus","Male","United States","North America","4","51","7807.33","4406.78","557.67","2018-12-28","2020-12-28","731"
"1334271","Patricia Ortiz","Female","United States","North America","2","10","2610.70","1424.13","522.14","2016-05-14","2019-10-30","1264"
"1334369","Michael Smith","Male","United States","North America","3","25","12516.88","7431.91","1564.61","2018-11-14","2020-01-05","417"
"1334387","Kyle Valentine","Male","United States","North America","5","31","34490.76","22608.92","3449.08","2017-01-15","2020-02-25","1136"
"1334562","Robert Cruz","Male","United States","North America","5","51","8503.90","4904.14","566.93","2018-08-11","2020-12-31","873"
"1334931","Scott Riley","Male","United States","North America","2","13","1707.92","910.64","569.31","2016-07-02","2020-10-30","1581"
"1335146","John Banks","Male","United States","North America","5","41","12984.89","7073.98","1442.77","2016-11-23","2019-11-09","1081"
"1335158","Margaret Jones","Female","United States","North America","1","3","237.00","116.16","237.00","2018-09-15","2018-09-15","0"
"1335162","Lisa Fairley","Female","United States","North America","3","20","5093.77","3217.02","636.72","2018-07-14","2020-05-23","679"
"1335336","Barbara Milam","Female","United States","North America","1","9","1647.52","1089.63","549.17","2018-11-03","2018-11-03","0"
"1335399","Irma Anderson","Female","United States","North America","1","5","505.77","249.72","168.59","2018-10-30","2018-10-30","0"
"1335615","Luis Moore","Male","United States","North America","1","5","1299.95","869.25","1299.95","2019-02-14","2019-02-14","0"
"1335682","Sean Adkins","Male","United States","North America","2","9","5542.60","3171.43","923.77","2019-10-11","2020-05-04","206"
"1335875","William Reed","Male","United States","North America","4","33","5295.57","2811.51","407.35","2017-05-02","2019-09-06","857"
"1336461","John Jones","Male","United States","North America","2","4","1508.68","814.89","502.89","2018-06-15","2018-11-21","159"
"1336484","Derek Cram","Male","United States","North America","2","5","657.00","334.03","328.50","2017-07-28","2019-06-05","677"
"1336555","Daryl Steely","Male","United States","North America","1","3","382.87","253.71","127.62","2019-05-31","2019-05-31","0"
"1336561","Judith Rouse","Female","United States","North America","1","7","88.62","47.88","88.62","2019-07-06","2019-07-06","0"
"1336583","Eileen Powell","Female","United States","North America","2","4","979.97","602.87","244.99","2019-05-04","2020-01-04","245"
"1337241","Christina Asaro","Female","United States","North America","5","39","9764.17","5946.02","697.44","2016-11-26","2020-01-25","1155"
"1337464","Kathryn Curtis","Female","United States","North America","3","25","8329.00","4695.90","1189.86","2018-12-19","2019-08-16","240"
"1337730","Laura Henry","Female","United States","North America","1","5","499.95","245.05","499.95","2016-01-29","2016-01-29","0"
"1337807","Antonina Horvath","Female","United States","North America","1","6","2006.72","1086.08","668.91","2018-07-25","2018-07-25","0"
"1337826","Amanda Oneil","Female","United States","North America","1","3","921.95","451.92","460.98","2020-03-03","2020-03-03","0"
"1338079","Terence Sweatt","Male","United States","North America","2","10","1218.53","658.17","304.63","2019-12-16","2020-02-15","61"
"1338214","Walter Parker","Male","United States","North America","3","39","7421.20","4513.42","824.58","2017-06-22","2019-08-22","791"
"1338243","Joan Hoang","Female","United States","North America","3","41","10162.53","5344.15","1129.17","2016-08-22","2020-01-29","1255"
"1338272","Sheryl Martin","Female","United States","North America","2","11","1177.46","622.64","168.21","2017-12-22","2020-09-15","998"
"1338452","Ann Tso","Female","United States","North America","5","28","6332.53","3402.78","791.57","2016-02-18","2019-12-14","1395"
"1338473","Mary June","Female","United States","North America","1","8","1907.57","959.03","635.86","2017-01-31","2017-01-31","0"
"1338761","Mary Hennig","Female","United States","North America","2","6","909.98","608.48","454.99","2017-02-07","2020-05-25","1203"
"1339173","Mary Nagy","Female","United States","North America","1","7","160.23","107.17","160.23","2020-06-04","2020-06-04","0"
"1339269","Larry Cedeno","Male","United States","North America","2","20","8623.96","5545.54","2155.99","2018-10-04","2019-02-21","140"
"1339651","Verna Mendez","Female","United States","North America","3","5","1419.44","784.63","283.89","2018-12-19","2020-02-13","421"
"1340071","Jana Jackson","Female","United States","North America","1","3","777.00","419.67","777.00","2019-11-26","2019-11-26","0"
"1340104","Robert Cronk","Male","United States","North America","3","21","3198.00","1776.62","355.33","2017-01-13","2020-12-21","1438"
"1340193","Susan Faulkner","Female","United States","North America","3","31","4879.81","2752.94","542.20","2017-08-08","2020-03-02","937"
"1340281","Heather Sealy","Female","United States","North America","1","1","296.00","197.93","296.00","2018-10-26","2018-10-26","0"
"1340465","Mildred Collins","Female","United States","North America","1","7","811.41","438.26","202.85","2019-02-05","2019-02-05","0"
"1340597","Lucia Atherton","Female","United States","North America","2","40","12138.75","7701.92","1011.56","2018-10-15","2021-01-06","814"
"1341076","Jason Sepulveda","Male","United States","North America","3","14","6624.90","3571.38","2208.30","2018-03-10","2021-01-19","1046"
"1341101","Teresa Beaver","Female","United States","North America","3","34","7102.26","4159.82","789.14","2016-05-09","2020-02-29","1391"
"1341195","Angelo Nolan","Male","United States","North America","2","23","33362.66","22241.24","4766.09","2019-08-12","2019-11-29","109"
"1341338","Lawrence Baggett","Male","United States","North America","2","13","2929.63","1581.42","732.41","2018-08-11","2020-01-09","516"
"1341787","Denise McDonald","Female","United States","North America","2","12","2000.85","1148.71","500.21","2017-08-26","2018-12-24","485"
"1342011","Emma Deas","Female","United States","North America","2","5","2254.00","1460.94","751.33","2016-12-21","2018-08-02","589"
"1342154","Paulette Crow","Female","United States","North America","3","22","1560.25","819.91","260.04","2018-02-10","2020-02-15","735"
"1342209","Danyell Garza","Female","United States","North America","2","20","1854.88","998.16","264.98","2016-12-20","2019-12-25","1100"
"1342226","Robert Buss","Male","United States","North America","2","14","1364.72","803.94","454.91","2019-07-19","2019-12-16","150"
"1342539","Andy Gold","Male","United States","North America","2","13","2366.83","1416.06","591.71","2018-07-14","2019-02-02","203"
"1342569","Emma Wannamaker","Female","United States","North America","6","40","8527.19","4527.17","655.94","2016-09-03","2020-05-26","1361"
"1342870","Mary Fuentes","Female","United States","North America","2","15","5271.96","3409.10","527.20","2018-01-09","2021-01-30","1117"
"1342915","Maryann Edmonds","Female","United States","North America","4","26","9689.75","6440.96","1384.25","2016-02-11","2019-07-13","1248"
"1342972","David Ward","Male","United States","North America","3","7","1047.16","656.13","261.79","2017-01-07","2020-02-04","1123"
"1343149","Diana Davis","Female","United States","North America","2","16","3474.46","1703.08","1158.15","2018-10-27","2020-01-07","437"
"1343255","Pablo Page","Male","United States","North America","1","6","2237.80","1368.98","745.93","2017-06-13","2017-06-13","0"
"1343695","Echo Markowski","Female","United States","North America","1","7","1617.00","1081.29","1617.00","2019-05-30","2019-05-30","0"
"1343700","Todd Fugate","Male","United States","North America","5","39","7425.10","4197.16","412.51","2018-10-19","2020-05-16","575"
"1344122","Jessica Jenkins","Female","United States","North America","1","4","172.00","84.32","172.00","2019-02-23","2019-02-23","0"
"1344166","Helen Manseau","Female","United States","North America","2","9","799.89","446.62","159.98","2019-08-06","2020-11-27","479"
"1344432","Darrel Martinez","Male","United States","North America","7","69","14402.99","8571.08","720.15","2018-12-17","2021-02-11","787"
"1344457","Lisa Stgermain","Female","United States","North America","1","8","793.95","422.39","396.98","2017-01-06","2017-01-06","0"
"1344488","Eric Worthington","Male","United States","North America","2","2","169.19","84.94","84.60","2018-06-02","2018-07-04","32"
"1344505","Pauline Chaparro","Female","United States","North America","2","23","6780.95","3907.04","1356.19","2018-08-18","2018-09-29","42"
"1344733","Joan March","Female","United States","North America","4","49","13947.24","7819.02","1072.86","2018-06-05","2019-10-01","483"
"1344815","Nathan Nelson","Male","United States","North America","1","4","1039.96","695.40","1039.96","2017-03-01","2017-03-01","0"
"1344897","Luis Stewart","Male","United States","North America","2","11","2464.38","1416.74","616.10","2019-07-05","2019-10-04","91"
"1344962","Rosina Peters","Female","United States","North America","1","12","1908.54","1005.43","477.14","2017-02-11","2017-02-11","0"
"1345382","Jose Law","Male","United States","North America","7","44","9069.73","5222.66","647.84","2016-02-13","2019-08-01","1265"
"1345502","Vanessa Styron","Female","United States","North America","4","26","5614.16","3205.98","467.85","2018-01-11","2020-05-13","853"
"1345515","April Jones","Female","United States","North America","2","14","661.88","400.98","165.47","2017-07-15","2020-01-22","921"
"1345643","Barbara Robinson","Female","United States","North America","2","10","4080.90","2204.21","1360.30","2018-05-21","2019-02-02","257"
"1346398","George Garner","Female","United States","North America","1","10","1432.00","760.61","477.33","2019-10-11","2019-10-11","0"
"1346408","James Mort","Male","United States","North America","1","2","576.00","311.12","576.00","2019-11-30","2019-11-30","0"
"1346496","Vicki McCord","Female","United States","North America","1","6","2719.80","1664.46","1359.90","2018-05-12","2018-05-12","0"
"1346532","Theresa Anderson","Female","United States","North America","2","7","565.58","333.07","188.53","2019-10-30","2020-01-04","66"
"1346534","Troy Worth","Male","United States","North America","2","23","4628.80","3037.89","578.60","2019-09-30","2020-08-05","310"
"1346611","Sharon Roque","Female","United States","North America","3","9","574.00","290.42","191.33","2016-02-27","2019-12-07","1379"
"1346651","Orlando Baker","Male","United States","North America","4","40","6765.65","3637.31","751.74","2017-10-23","2021-01-07","1172"
"1346790","Van Williams","Male","United States","North America","3","12","7157.80","4419.40","1431.56","2018-10-18","2020-11-26","770"
"1346929","Heather Lutz","Female","United States","North America","2","14","3079.49","1741.35","513.25","2017-01-24","2019-07-08","895"
"1347067","Billy Kay","Male","United States","North America","1","2","9.48","4.64","9.48","2019-05-29","2019-05-29","0"
"1347239","Gregory Murray","Male","United States","North America","2","15","1253.30","677.00","626.65","2016-08-10","2019-10-30","1176"
"1347405","Eric Fuller","Male","United States","North America","3","21","6367.72","3687.65","1061.29","2016-07-28","2020-01-18","1269"
"1347641","Michael Lavelle","Male","United States","North America","1","18","5262.21","2830.77","2631.11","2019-07-18","2019-07-18","0"
"1347742","Mary Davis","Female","United States","North America","1","1","56.00","30.25","56.00","2018-12-06","2018-12-06","0"
"1347880","Kathleen Huerta","Female","United States","North America","3","41","7409.27","3879.92","740.93","2019-02-23","2020-01-08","319"
"1347884","Christy Smith","Female","United States","North America","2","25","4328.40","2772.40","865.68","2016-07-26","2019-02-02","921"
"1348253","Joseph Brown","Male","United States","North America","2","17","6685.76","4360.70","1114.29","2016-02-01","2020-02-22","1482"
"1348328","Brice Massey","Male","United States","North America","1","2","428.99","210.27","214.50","2017-06-03","2017-06-03","0"
"1349069","John Frawley","Male","United States","North America","3","10","1799.93","1083.08","359.99","2016-10-24","2019-11-30","1132"
"1349131","Katherine Rosales","Female","United States","North America","11","71","16479.10","9562.70","749.05","2016-02-14","2020-11-19","1740"
"1349155","Kristina Blanco","Female","United States","North America","2","4","76.86","44.47","38.43","2016-09-08","2020-05-06","1336"
"1349711","Belle Gaunt","Female","United States","North America","1","6","4687.49","2516.90","2343.75","2016-04-30","2016-04-30","0"
"1349918","Estella Craig","Female","United States","North America","2","23","7062.04","4514.74","1177.01","2017-06-16","2021-01-07","1301"
"1350476","Timothy Maggard","Male","United States","North America","1","10","621.93","331.57","155.48","2019-07-02","2019-07-02","0"
"1350579","Fernando Jones","Male","United States","North America","1","13","899.98","456.18","299.99","2018-08-29","2018-08-29","0"
"1350616","Mary Bond","Female","United States","North America","1","1","19.90","9.75","19.90","2019-12-19","2019-12-19","0"
"1350729","Linda Oakley","Female","United States","North America","2","3","923.48","498.81","461.74","2017-01-04","2019-12-17","1077"
"1350819","Anna London","Female","United States","North America","5","46","7134.23","3555.76","396.35","2016-05-19","2019-09-19","1218"
"1350916","Charles Mendoza","Male","United States","North America","2","5","2319.00","1252.56","773.00","2018-05-04","2019-10-18","532"
"1351006","Lyle Hernandez","Male","United States","North America","2","7","3051.99","1648.48","763.00","2020-02-12","2020-11-12","274"
"1351245","Brian Logan","Male","United States","North America","3","26","1611.42","859.20","268.57","2018-01-30","2020-05-30","851"
"1351308","Linda Becker","Female","United States","North America","5","39","5913.62","3067.68","492.80","2018-11-07","2020-02-15","465"
"1351498","Cordelia Haney","Female","United States","North America","1","11","4864.94","2931.72","1216.24","2017-03-04","2017-03-04","0"
"1351590","Otis Washington","Male","United States","North America","2","25","3728.54","1878.27","932.14","2016-05-14","2019-12-27","1322"
